ID,Text,Offensive,HateSpeech,Vulgarity,Violence,translated_tweet
17,@USER انا كم مره اقولكم مو عيب اللي تسوونه؟ الكذب على الناس حرااااااااام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER How many times do I have to tell you that what you are doing is not shameful? Lying to people is a sin.
18,"@USER LOL 
شمشوم تحت المجهر. 
بن عمي شوف انا لو خاصمك تصعب علي
لو بدك محامي انت بس تطلب",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER LOL
Samshom under the microscope.
My cousin, look, if I argue with you, you'll feel sorry for me.
If you want a lawyer, just ask."
19,وووووووووووووووو رومان رينز ️ #EleminationChamber URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Woooooooooooooooooooooooooooooooo Roman Reigns ️ #EleminationChamber URL
20,@USER ان شاء الله يرفع عليك وعليهم قضيه وتنجلدين من اهلك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER God willing, he will file a lawsuit against you and them, and you will be flogged by your family."
21,@USER يلاا مشينا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Let's go
22,ترند بتويتر لعنبو ابليسكم خلو المسلم بحالة شهرتو به   #بايع_الكليجا,OFF,NOT_HS,NOT_VLG,NOT_VIO,"Twitter trend: Curse your devil, leave the Muslim in the state he is famous for #Baie_Klijah"
23,"┊↷

⠀┊

لن تحــصــل علــى غــدٍ افــضل مادمــت تفــكر بالامــس. 
       
   ​•   _______________⠀
⠀⠀⠀⠀⠀⠀ 

  ⠀▸ URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"┊↷

⠀┊

You won't have a better tomorrow if you're thinking about yesterday.


• _____⠀
⠀⠀⠀⠀⠀ 

⠀▸ URL"
24,"@USER بهذذذذدي .. صدقت  قسم محد يفرح لك الااا اللي يحبك
او من رحم ربي  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER With this.. you are right, I swear no one will be happy for you except the one who loves you or the one who God has mercy on. URL"
25,@USER دكتور فارس بتفرقكن راح تخلو التيار وحدو يجيب الحاصل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Dr. Fares, if you separate, you will leave the current alone to bring about what happens."
26,تعوسي عطاني فولو دخلت صفحته و اشوفه كاتب انو ساقطات اللي خقو على بايع الكليجا وطايح قذف فيهم و حسابه الحقير كله اباحيات  استشرافه صنفه قوي عطيته بلوك,OFF,HS1,NOT_VLG,NOT_VIO,My sister gave me a follow. I entered his page and saw that he wrote that the ones who were angry with the seller of the Klijat were fallen women and he slandered them. His despicable account is full of pornography. His promiscuity is very strong. I blocked him.
27,"@USER ١٦٠ الف كيلو هذه اجيبها في ٣ سنين 
بتضحكو على مين !!!!! قال الضمان ٨ سنين قال",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER 160,000 km, I'll get it in 3 years. Who are you kidding?!!!! He said the warranty is 8 years."
28,اختفى مروان تلودي طلعوا جولي شيك و القرشي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Marwan Taloudi disappeared, Julie Chic and Al-Qurashi came out"
29,اليوم الجوى اكثر من رائع ....️☕️ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Today's weather is more than wonderful....️☕️ URL
30,"RT @USER #افضح_معنفك !!!

لا يوجد اشد من هالفضيحه 
( بشار ) 
اللهم ارحم شهداء الوطن الأبرار 
دعواتكم 
 لعل الله القوي الجبار الم…",OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER #Expose_Your_Abuser!!!

There is nothing worse than this disgrace.
(Bashar)
May God have mercy on the righteous martyrs of the homeland.
Your prayers.
Perhaps God, the Almighty, the…"
31,"RT @USER تخيل نحتفل بالتعادل
مع فريق

جزمة ابو نوران 
أكبر من تاريخهم 
 URL",OFF,HS3,NOT_VLG,NOT_VIO,RT @USER Imagine celebrating a draw with a team that is bigger than their history. URL
32,"حاط صورة حسن نصر الله
ويقول "" اهل الكويت الاصليين "" !

الطم ؟ 
ٰ URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"He put up a picture of Hassan Nasrallah and said, ""The original Kuwaitis!""

What's the matter?
ٰ URL"
33,"RT @USER #رسالة_السيسي_بالزي_العسكري
الرئيس السيسى
لرئيس الأركان
يامحمد عايزك تشيل
الإرهابيين من على
وش الأرض
  #بكل_عنف_وقوة
اح…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER #Sisi_Message_in_Military_Uniform
President_Sisi
To_the_Chief_of_Staff
Mohamed, I want you to remove the terrorists from
the face of the Earth.
#With_All_Violence_and_Force
Ah…"
34,"مبروووك @USER عاد ٣ كان خليتوها ٤ 
@USER  ترا حتى وضاح خسران اندية لندن",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Congratulations @USER, you should have made it 3 or 4. @USER Even Wadah lost to London clubs."
35,@USER انا ما اسافر بعيد التحرير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I will not travel after Tahrir Day
36,اكره شي في الحياة تطلع من بيتكم متسبح ومتعطر ومتزقرت وتدخل بوفية وفوق هذا العامل قاعد يقلي فلافل خلاص الحين وش يخلص اليوم ابي بس ارمي الثوب احسني صرة فلافلة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"The thing I hate most in life is when you leave your house bathed, perfumed, and dressed up, and you go into a buffet, and on top of that, the worker is telling you falafel. What will happen to the day? I just want to throw away my clothes. I feel like I’m just a pile of falafel."
37,@USER نه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER No
38,@USER كسرتيني ي غيدا  تحبين من وراي؟؟ ليه تخونيني‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER You broke me, Ghada. Do you love me behind my back? Why are you cheating on me?"
39,@USER جاتني كتمه ، ٣ مواد ليه ؟!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I got choked up, why 3 subjects?!"
40,@USER الشمال,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER North
41,@USER قلتي له يا الضرح واي اعتداء على عضيدي اعتداء علي و الرد بيكون شديد,OFF,NOT_HS,NOT_VLG,VIO,"@USER You told him, oh shrine, any attack on my members is an attack on me, and the response will be severe."
42,@USER لحول انت جالس لي فكل شي اكتبه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER You always stand by me in everything I write
43,@USER ليش هالحقد ما عندنا احد في النص,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Why this hatred? We don't have anyone in the middle.
44,@USER شكله مافهم معنها,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I don't think he understands what it means
45,"RT @USER #بايع_الكليجا
راح تتغير طريقة اكل الكليجا ..
البنت تبوسها ثم تأكلها...
الولد يدبجها ثم ياكلها..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER #Baie_AlKlijah
The way we eat Klijah will change...
The girl kisses it then eats it...
The boy kisses it then eats it..."
46,@USER ليه بس انت حبيبك كتير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Why? You are my lover so much.
47,"RT @USER سبحان الله ناس تجري و راها الشهره 
و ناس تجري و را الشهره 
العالمية تعني اكسو 
 #EXOL #BestFan…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER Glory be to God, some people run after fame, and others run after international fame, which means EXO. #EXOL #BestFan…"
48,@USER ماش,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Mash
49,جد يعني باجر دوام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Seriously, I have work tomorrow"
50,@USER للاسف انهم يكذبون كما يتنفسون لأنهم,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Unfortunately, they lie as they breathe because they"
51,"RT @USER افا يا الطرش يا التركستاني
طلع لك لسان وتتجرا تتكلم عن المنتخب السعودي",OFF,HS1,NOT_VLG,NOT_VIO,"RT @USER Oh, you deaf Turkestani! You stuck out your tongue and dared to talk about the Saudi national team."
52,"RT @USER أقوى شي يسد النفس 

تجلس مع واحد ياكل تمر ويمصمص أصابعه 

ويرجع يقلب التمر و ينقي

 و يقولك :
شفيك ما تهبش ...
 
هبشك كيبل كه…",OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER The most powerful thing that will make you suffocate

You sit with someone who is eating dates and sucking his fingers.

Then he turns the dates over and cleans them.

And he says to you:
What's wrong? Why don't you move?

I'll hit you with a cable..."
53,@USER مايدرسون جغرافيا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER They study geography
54,ايمتى يخلص هالشهر                                                     والله لو إنّو 31 يوم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"When will this month end? I swear, even if it is 31 days"
55,ميووووت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Meow
56,@USER اقسم بالله اني اشوف انك تاكل تبن أحسن لك ياطبل ياطار للبنات والفساد انطم ياذكر بعيد كل البعد عن الرجوله ياحيف بس اذا عاجبك اللي صار ليه ماوديت اهلك وخليتهم يعطون رايهم ويصورون ولد الناس اللي ابتلش من اللي تصفق لهم الخلا مير الخلا ياتسلب,OFF,HS6,NOT_VLG,NOT_VIO,"@USER I swear to God that I think you should eat straw, it would be better for you, you drummer and a bully for girls and corruption. Shut up, you male who is far from manhood. What a shame. But if you liked what happened to him, why didn’t you take your family and let them give their opinion and film the son of the people who were afflicted by those who applaud them? The emptiness is gone, you thief."
57,#بايع_الكليجا قلة أدب وادوختونا صدق,OFF,NOT_HS,NOT_VLG,NOT_VIO,#Baie_Al_Klijat is rude and you really drove us crazy
58,بيجيبون لي امراض الدنيا وانا توني بعمر الزهور,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"They bring me all the diseases of the world, and I am still in the prime of my life."
59,"#بايع_الكليجا 

الله يفضحكم فضحتونا بين العربان",OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al_Klija

May God disgrace you, you have disgraced us among the Arabs."
60,"#بايع_الكليجا ي بنات وش ذا حسبي الله عليكم 

أتقوا الله وأرتقوا ،،، أيش كمية الانحطاط بالتاق 

( مَا يَلْفِظُ مِن قَوْلٍ إِلا لَدَيْهِ رَقِيبٌ عَتِيدٌ )",OFF,HS6,NOT_VLG,NOT_VIO,"#Baie_Al_Klijah Girls, what is this? May God suffice me against you.

Fear God and rise up. What a low level of decadence there is in Tag.

(Not a word does he utter except that there is an observer by him, ever present.)"
61,@USER بسم الله علي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER In the name of God
62,@USER طيب لا تدف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Ok, don't push"
63,@USER حقش حق وحق الناس مرق,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER You are right, and people are right"
64,@USER رخم,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER marble
65,"الي يبيع الكليجا لابس كمام 
من ريحة اديوسهن وريحة اباطهن المعفنه الله لايلومك 

 #بايع_الكليجا",OFF,HS5,NOT_VLG,NOT_VIO,"The one who sells Klijat is wearing a mask.
Because of the smell of their filthy armpits and the putrid smell of their sweat. May God not blame you.

#Klijat_Seller"
66,@USER ممحون,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Deleted
67,بعض الأشخاص بسبب إنجازاتهم يستحقون كتاب شكر  يحتوي صورة شخصية بفلتر (م ط ي),NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Some people deserve a thank you book with a selfie with a filter because of their accomplishments.
68,@USER بس يا بنت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER But girl
69,"رسالة الرئيس 
عبد الفتاح السيسي 
لرئيس الأركان من مقر القيادة بشرق القناة 
يامحمد عاوزك تشيل الإرهابيين من علي وش الأرض",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"President Abdel Fattah el-Sisi's message to the Chief of Staff from the command headquarters east of the canal: ""Mohamed, I want you to remove the terrorists from the face of the earth."""
70,@USER بس اخاف نصاب بالسمنه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I'm just afraid of getting fat
71,RT @USER وياريت كلنا نواسى أصحاب الجيوب الأنفية وحساسية الأنف والصدر ، لأنهم يتعذبون الآن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER I hope we all console those who suffer from sinusitis, nasal and chest allergies, because they are suffering now."
72,RT @USER إذا كان ع التفاح ي آبل مفيش اكترمنه URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER If it's about Apple, Apple, there's no better URL than it"
73,حد لاقي ياابني  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Did anyone find the URL, son?"
74,@USER الهاجوس يابو فارس ماريحنا متاملين فيه خير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER The obsession, Abu Faris, is not relieving us. We hope for the best for him."
75,RT @USER بغسلهم عقب ماغسل شراعكم انتما معاً بارك الله فيكما,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER I will wash them after I wash your sails, you two together, may God bless you"
76,شكلي بس انا الوحيدة اللي اكره الشيلات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,I think I'm the only one who hates sheilat
77,"#بايع_الكليجا 
مدري وشفيهم النسوان انهبلووو هبل اقسم بالله ..تقليد + مرض شهره ما تدري وش تسوي ومرض اخر التخريب انا خربانه خرب الشله",OFF,HS6,NOT_VLG,NOT_VIO,"#Baie_Al-Klija
I don't know what's wrong with the women, they've gone crazy, I swear to God.. Imitation + a disease of fame that doesn't know what it's doing and another disease is destruction. I'm ruined, the gang is ruined."
78,@USER من جد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Seriously
79,@USER بنظفونها وبيرجع الغبار,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER We clean it and the dust comes back
80,@USER ليه الافتري دا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Why this slander?
81,"الحقيقه والله شي مخجل اللي شفته
كمية جرأه مقززه في البنات بشكل لايوصف
وين الحياء والحشمه؟
الظاهر ماعاد به حياء ولا حشمه في الجيل هذا إلا ما رحم ربي 
#بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO,"The truth, by God, is shameful. What I saw was disgusting. The amount of boldness in the girls is indescribable. Where is the modesty and decency? It seems that there is no more modesty or decency in this generation, except for those whom God has mercy on. #Baie_Al-Klijah"
82,@USER لا والله ياخوي محد يرضى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER No, I swear, brother. No one would accept that."
83,"#الكووره_للعيال 

ككوولوووزززققققققق .",OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Football_for_kids

Coolooooozzz."
84,@USER يارجال انت لو خايف على مصلحة الاتحاد مافتحت الموضوع الى مابعد بطوله الملك للاسف كنت احترمك كاعلامي اتحادي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Man, if you were afraid for the interest of the union, you wouldn’t have opened the subject until after the King’s Cup. Unfortunately, I respected you as an Ittihad journalist."
85,@USER انتي هتقوليلي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER You will tell me
86,RT @USER ماابي احلف بس واثق تماما ان وجودي مسبب لأغلبكم سعاده كلامي صح ولا اكيد!؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER I don't want to swear, but I am completely sure that my presence makes most of you happy. Is what I'm saying true or not?!"
87,"@USER لا والله انها قليلة ذوق تنظر لرجل غير زوجها . وعيب اساس تنظر لشخص غير زوجها اساس شكلها وهي متخرفنه ع بايع ذا اكبر قذرة واكبر قله ادب نعم اهجدو مذابكم ورب الكعبه ي اخواني عندي انهم اجمل من وجهه مليون مرا عادي جدا مااشوف جمال الى تشوفونه زعجتونا ترا ""هه بس.",OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER No, by God, she has no manners. She is looking at a man other than her husband. It is shameful that she is looking at a person other than her husband. She looks crazy. This is the biggest filth and the biggest lack of manners. Yes, go to your slaughterhouses. By the Lord of the Kaaba, my brothers, I think that she is a million times more beautiful than him. It is completely normal. I do not see any beauty in what you see. You have bothered us. Haha, that’s enough."
88,#بائع_الكليجا تعليقي هو : ياتبارك الرحمن لا إله إلا الله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Klijat_seller My comment is: Blessed be God, there is no god but God"
89,#اصدقا_الوناسه_وينهم في البحرين  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,#Friends_of_fun_where_are_they_in_Bahrain URL
90,٣ ايام وانا احلم احلام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,3 days and I'm dreaming dreams
91,@USER واللي جالسين في فنادق الرياض ثلاث سنوات ويستنزفون التحالف وش تسميهم!! عليكم من الله ماتستحقون,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER And those who have been sitting in Riyadh hotels for three years, draining the coalition, what do you call them!! You deserve nothing from God."
92,"بعض مصطلحات ال amrican slangs

An arm and a leg =  غالي جدا
Ants on your pants = متوتر جدا لدرجة انه لايستطيع الجلوس وكأن فيه نمله في بنطلونه

Armpit = الابط وهذي تستخدم للتعبير عن النتانه والقذارة 

At the end of rope= متورط للغاية على قولة المصريين حبل المشنقة لاف حول رقبته",OFF,NOT_HS,NOT_VLG,NOT_VIO,"Some American slang terms:

An arm and a leg = Very expensive.
Ants on your pants = So nervous that he can't sit down, as if he has ants in his pants.

Armpit = Armpit, used to express stench and filth.

At the end of the rope = He's very involved. As the Egyptians say, the noose is around his neck."
93,"@USER عيش ياااابطال ☝
كلها 4/1 وهكون من الأبطال 
اقول اية علينا دولت اقول اية..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Long live you heroes ☝
It's all 4/1 and I'll be one of the heroes
What can I say about us, a state, what can I say.."
94,المشاوير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Trips
95,@USER لو فهمت غلط  م قلت صديقي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER If I misunderstood, I wouldn't have said my friend"
96,"#صلاه_الجنازه_القادمه_انت
المستدعشين فاهمين النصيحة غلط",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Your_next_funeral_prayer
Those who are summoned have misunderstood the advice"
97,"@USER انتم تسمعوني ولا تستهبلون؟!
مادريت عن حق الكلجا ذا الي طفشتونا فيه ولا اهتميت له

كلامي عن وصفك بان لا نبوة للنساء لانهن غير وفيات 
تقدر تنتقد تصرف البنات دون التقول في الدين يا مقطعين الوفاء

فهمتوا؟ تعتبت وانا اشرح",OFF,HS6,NOT_VLG,NOT_VIO,"@USER Are you listening to me or are you just kidding me?!

I didn't know about this nonsense you've been annoying us with, nor did I care about it.

My comment about your description that women don't have prophecy because they're disloyal.

You can criticize girls' behavior without attacking religion, you disloyal ones.

Do you understand? I got angry while explaining."
98,"قلتله مسامحه اني

كلمة وقالها لساني

بس بقلبي شي ثاني

منه تعبانة وخسرني",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"I told him I forgive him.

It was a word and my tongue said it.

But there's something else in my heart.

I'm tired of him and he's lost me."
99,"RT @USER #نبي_قصه_عشق
قصه عشق احلى موقع مسلسلات",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER #We_need_a_love_story
Love_story, the best series site"
100,يا شين الخليجي اذا سوى فيها مهند  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO,"Oh, what a shame if a Gulf citizen did that to Muhand URL"
101,@USER وش قلة الادب هذي ؟,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER What is this rudeness?
102,"تعبت من الوزن الزائد تريد تنحف.. راسلني خاص وابعت وزنك وطولك ...ولك الحل

#صلاه_الجنازه_القادمه_انت
#اصدقا_الوناسه_وينهم
#السعودية_عز_وفخر
#اصدقا_الوناسه_وينهم
#بايع_الكليجا URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Tired of being overweight and want to lose weight? Send me a private message and I'll send you your weight and height... and you have the solution.

#The_Next_Funeral_Prayer_Is_You
#Where_Are_Your_Friends_Welcome
#Saudi_Arabia_Is_Pride_and_Glory
#Where_Are_Your_Friends_Welcome
#Klijah_Seller_URL"
103,@USER وش فيك يا مطحون  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER What's wrong with you, you ground URL"
104,@USER لسه بتآوح,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Are you still groaning?
105,#بايع_الكليجا الحمدلله والشكر افتكينا من خرفان ايفانكا جونا خرفان بايع الكليجا.,OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al-Klijat Thank God and thanks we got rid of Ivanka’s sheep, the sheep of the Baie Al-Klijat came to us."
106,@USER وتت ذا قاع يقذف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER and the bottom is throwing
107,@USER مظنش   متزوج بقاله شهر ونفسه يتزوج الرابعة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER He has been married for a month and wants to marry a fourth wife.
108,RT @USER كنا مغشوشيين فيهم باخلاقهم  ومذهبهم الدموي,OFF,HS3,NOT_VLG,NOT_VIO,RT @USER We were deceived by their morals and bloody doctrine
109,"@USER بعيد عن سوء كلامه
ليته بس على ترفعه عن المرأه يحسن من سلوكياته وتصرفاته
مشيته كنه بنت
وتصرفاته ورقصه",OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Beyond his bad words, if only he would improve his behavior and actions instead of his disdain for women. He walks like a girl, his actions and his dancing."
110,@USER فضحتينا,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER You have disgraced us
111,@USER اتعس شي بعد المباراة وانت خسران و مغبون تشوفه ينزل الملعب و يسلم على اللاعبين و يتبوسم و الوضع طبيعي عنده,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER The saddest thing is after a match, and you are losing and wronged, when you see him go down to the field and greet the players and kiss them, and he looks like he is in a normal situation."
112,@USER يع خلاص تومتش !!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Okay, I'm done with Tomch!!"
113,@USER والله يعينش على نفسش ️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER May God help you with yourself
114,@USER فعلاً اععععع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Really yucky
115,@USER هههههههههههههههه خلاص على كذا ماراح انام بدري,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Hahahahahaha, that's it, I won't go to sleep early"
116,@USER اههاا يعني يالحريم خقو علي تراي معكم .. ياكثرهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Oh, you women, be afraid for me. I am with you. There are a lot of them."
117,@USER ان كان لك حق انا م كان لك حق بتجي فيكك ي قذر,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER If you are right, I am not right, then come on to you, you filthy person"
118,"RT @USER اسوء الرجال من يتحدث
عن محبوبتنه للاخرين 
ليجعل منها فريسه سهله",OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER The worst men are those who talk about their beloved to others, making her easy prey."
119,@USER بس بقى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER That's enough
120,الواضح انه صباح,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,It's obviously morning
